,number,value,datetime_start,datetime_complete,duration,params_activation_fn,params_ent_coef,params_gae_lambda,params_gamma,params_learning_rate,params_lr_schedule,params_max_grad_norm,params_n_steps,params_net_arch,params_normalize_advantage,params_ortho_init,params_use_rms_prop,params_vf_coef,state
227,227,0.0,2024-05-19 06:33:18.958536,2024-05-19 07:10:45.781774,0 days 00:37:26.823238,tanh,1.2385244813541258e-05,0.92,0.995,0.004060119563210889,linear,0.6,512,medium,True,False,True,0.5084656733689559,PRUNED
228,228,0.9860000000000001,2024-05-19 06:34:10.111554,2024-05-19 06:50:50.036005,0 days 00:16:39.924451,tanh,1.7415021274405257e-06,0.92,0.995,0.0004901344385716292,linear,0.8,8,medium,True,True,True,0.4770618425125089,COMPLETE
229,229,-499.954,2024-05-19 06:34:44.244137,2024-05-19 07:13:38.215251,0 days 00:38:53.971114,tanh,5.637175749812996e-06,1.0,0.95,0.15552370815987426,linear,0.3,512,medium,True,True,True,0.48197735294380606,PRUNED
230,230,0.982,2024-05-19 06:35:11.414565,2024-05-19 06:51:43.405728,0 days 00:16:31.991163,tanh,7.131634521354066e-06,0.92,0.995,0.0003173196412242584,linear,0.8,512,medium,True,True,True,0.3309046501136358,COMPLETE
231,231,-399.918,2024-05-19 06:40:07.942175,2024-05-19 07:19:10.047006,0 days 00:39:02.104831,tanh,0.00011875379705207207,1.0,0.95,0.05706532580224834,linear,0.3,512,medium,True,True,False,0.6635204194017346,PRUNED
232,232,-499.946,2024-05-19 06:41:05.175272,2024-05-19 07:20:19.535242,0 days 00:39:14.359970,tanh,2.296512586690565e-05,0.98,0.9999,0.013929148448603162,linear,2.0,16,medium,True,True,True,0.7828020521934773,PRUNED
233,233,0.038,2024-05-19 06:41:09.151362,2024-05-19 07:20:09.911451,0 days 00:39:00.760089,tanh,3.83302061826439e-05,1.0,0.95,0.004588042635053219,linear,0.3,512,medium,True,True,True,0.6293017886433343,PRUNED
234,234,0.022000000000000002,2024-05-19 06:42:59.736777,2024-05-19 07:21:36.812820,0 days 00:38:37.076043,tanh,0.0007349035313282753,1.0,0.95,0.001999005701920961,linear,0.7,512,medium,True,True,True,0.5445974987294238,PRUNED
235,235,-2549.5119999999997,2024-05-19 06:47:05.100088,2024-05-19 07:18:20.834369,0 days 00:31:15.734281,tanh,4.578332044056819e-06,1.0,0.995,0.0003752536145950762,linear,0.3,1024,medium,True,True,True,0.43860686582610736,PRUNED
236,236,0.0,2024-05-19 06:47:14.982919,2024-05-19 07:25:07.173710,0 days 00:37:52.190791,relu,0.0016365402235858086,1.0,0.95,0.0006883802126461742,linear,0.3,512,medium,True,True,True,0.6305109297673772,PRUNED
237,237,-499.938,2024-05-19 06:50:50.038002,2024-05-19 07:27:30.148495,0 days 00:36:40.110493,tanh,7.048917782107909e-06,1.0,0.95,0.13395005339551436,linear,0.3,512,small,True,True,True,0.5500468130735915,PRUNED
238,238,-199.844,2024-05-19 06:51:43.407729,2024-05-19 07:28:08.268613,0 days 00:36:24.860884,tanh,0.0022411253368048185,0.95,0.9999,0.0005438108329516044,linear,0.9,64,medium,True,True,False,0.8560368146437892,PRUNED
239,239,0.374,2024-05-19 06:54:03.993132,2024-05-19 07:24:40.365992,0 days 00:30:36.372860,tanh,5.5816894910700026e-06,0.92,0.995,0.000829598732615492,linear,0.5,512,medium,True,True,True,0.3392348035007557,COMPLETE
240,240,0.352,2024-05-19 06:56:44.008687,2024-05-19 07:26:31.149868,0 days 00:29:47.141181,tanh,5.663555810653579e-08,0.92,0.995,0.00018913305566294929,linear,2.0,16,medium,True,True,True,0.40532920751560275,PRUNED
241,241,-499.95,2024-05-19 07:01:33.205651,2024-05-19 07:32:41.573780,0 days 00:31:08.368129,tanh,0.00011950309917188999,1.0,0.95,0.04123231048067352,linear,0.3,512,medium,True,True,True,0.5069440792021606,PRUNED
242,242,-499.946,2024-05-19 07:03:26.824735,2024-05-19 07:33:24.066668,0 days 00:29:57.241933,tanh,2.581931664401776e-07,0.92,0.99,0.014894254046635275,linear,0.8,8,medium,True,True,True,0.5030795499745553,PRUNED
243,243,0.038,2024-05-19 07:05:39.293891,2024-05-19 07:34:02.767968,0 days 00:28:23.474077,tanh,1.9935410652458105e-08,0.92,0.995,5.970349554053556e-05,linear,0.8,8,medium,True,True,True,0.5224240109133409,PRUNED
244,244,1.29,2024-05-19 07:10:45.782776,2024-05-19 07:19:30.074778,0 days 00:08:44.292002,relu,8.331283074355022e-07,0.92,0.995,0.0006768088409534639,linear,0.8,8,medium,True,True,True,0.610443044532582,COMPLETE
245,245,-299.66999999999996,2024-05-19 07:11:48.046894,2024-05-19 07:33:31.536294,0 days 00:21:43.489400,tanh,8.43371274244518e-06,1.0,0.9,0.0018228772012753598,linear,0.3,512,medium,True,True,True,0.5028084390149516,PRUNED
246,246,0.9860000000000001,2024-05-19 07:13:38.217253,2024-05-19 07:27:43.781036,0 days 00:14:05.563783,tanh,3.15671334354687e-05,1.0,0.995,0.00032820528365125985,linear,0.8,16,medium,False,True,True,0.280086345643581,COMPLETE
247,247,0.358,2024-05-19 07:18:20.835369,2024-05-19 07:35:05.345197,0 days 00:16:44.509828,tanh,1.1844023717437718e-05,0.99,0.95,0.0004944180224385868,linear,0.3,512,medium,True,True,True,0.28793117644042965,PRUNED
248,248,-99.61,2024-05-19 07:19:10.048008,2024-05-19 07:35:13.123821,0 days 00:16:03.075813,tanh,5.870355838446545e-05,0.9,0.95,0.000739802948349562,linear,0.3,512,medium,True,True,True,0.39064249831702935,PRUNED
249,249,0.0,2024-05-19 07:19:30.076779,2024-05-19 07:35:39.226197,0 days 00:16:09.149418,tanh,0.0008145447834016366,0.8,0.9999,0.0011110225369931727,constant,0.5,32,small,True,True,True,0.7665990482981065,PRUNED
